norm_text,label,freq,cum_freq,cum_pct,rank,bucket
shakespeare,PERSON,1,2620,0.9671465485418974,1325,tail
shilling,MONEY,1,2621,0.967515688445921,1326,tail
the factory square,FAC,1,2622,0.9678848283499446,1327,tail
sooloo,LOC,1,2623,0.9682539682539683,1328,tail
the chinese customs reports,WORK_OF_ART,1,2624,0.9686231081579919,1329,tail
square,FAC,1,2625,0.9689922480620154,1330,tail
the,PERSON,1,2626,0.9693613879660391,1331,tail
"the ""governor findlay",PERSON,1,2627,0.9697305278700628,1332,tail
the 1 7th of sep- tember,DATE,1,2628,0.9700996677740864,1333,tail
the 1 8th,DATE,1,2629,0.9704688076781101,1334,tail
the 12th,DATE,1,2630,0.9708379475821336,1335,tail
the 12th of december,DATE,1,2631,0.9712070874861573,1336,tail
the board of customs of salt and opium,ORG,1,2632,0.9715762273901809,1337,tail
the 14th of october,DATE,1,2633,0.9719453672942046,1338,tail
the 16th of january,DATE,1,2634,0.9723145071982281,1339,tail
the 20th of november,DATE,1,2635,0.9726836471022517,1340,tail
the 20th of oc- ■tober,DATE,1,2636,0.9730527870062754,1341,tail
the 20th of october,DATE,1,2637,0.973421926910299,1342,tail
tagalis,NORP,1,2638,0.9737910668143226,1343,tail
taiwan,GPE,1,2639,0.9741602067183462,1344,tail
the past six years,DATE,1,2640,0.9745293466223699,1345,tail
one pound thirteen ounces,QUANTITY,1,2641,0.9748984865263935,1346,tail
millions of dollars,MONEY,1,2642,0.9752676264304171,1347,tail
nearly a million sterling,MONEY,1,2643,0.9756367663344407,1348,tail
one thousand dollars,MONEY,1,2644,0.9760059062384644,1349,tail
nearly three weeks,DATE,1,2645,0.976375046142488,1350,tail
new york,GPE,1,2646,0.9767441860465116,1351,tail
one tenth,CARDINAL,1,2647,0.9771133259505352,1352,tail
one niilliou of taels,MONEY,1,2648,0.9774824658545589,1353,tail
mings,EVENT,1,2649,0.9778516057585825,1354,tail
one hundred,CARDINAL,1,2650,0.9782207456626061,1355,tail
the month of december,DATE,1,2651,0.9785898855666297,1356,tail
one and one-fifth,CARDINAL,1,2652,0.9789590254706534,1357,tail
the morrow,DATE,1,2653,0.979328165374677,1358,tail
one,MONEY,1,2654,0.9796973052787006,1359,tail
omega,ORG,1,2655,0.9800664451827242,1360,tail
mindanao,LOC,1,2656,0.9804355850867479,1361,tail
minqua,PERSON,1,2657,0.9808047249907715,1362,tail
talapoins,NORP,1,2658,0.9811738648947951,1363,tail
moorish,NORP,1,2659,0.9815430047988187,1364,tail
mseelstroom,GPE,1,2660,0.9819121447028424,1365,tail
motion for a resolution against the opium trade,LAW,1,2661,0.982281284606866,1366,tail
morrison,PERSON,1,2662,0.9826504245108896,1367,tail
more than half,CARDINAL,1,2663,0.9830195644149132,1368,tail
moors,NORP,1,2664,0.9833887043189369,1369,tail
moormen,NORP,1,2665,0.9837578442229605,1370,tail
moorcroft,PERSON,1,2666,0.9841269841269841,1371,tail
minute or two,TIME,1,2667,0.9844961240310077,1372,tail
the peking province,GPE,1,2668,0.9848652639350314,1373,tail
the pre- ceding day,DATE,1,2669,0.985234403839055,1374,tail
the bay of,LOC,1,2670,0.9856035437430787,1375,tail
the preceding year,DATE,1,2671,0.9859726836471022,1376,tail
the present year,DATE,1,2672,0.9863418235511259,1377,tail
modeste,PERSON,1,2673,0.9867109634551495,1378,tail
of woo-sung,FAC,1,2674,0.9870801033591732,1379,tail
october 20th,DATE,1,2675,0.9874492432631967,1380,tail
october,DATE,1,2676,0.9878183831672204,1381,tail
ten,CARDINAL,1,2677,0.988187523071244,1382,tail
senate,ORG,1,2678,0.9885566629752677,1383,tail
september 11th,DATE,1,2679,0.9889258028792912,1384,tail
the hong lin,GPE,1,2680,0.9892949427833149,1385,tail
that day,DATE,1,2681,0.9896640826873385,1386,tail
thalia,PERSON,1,2682,0.9900332225913622,1387,tail
ten o’clock p.m.,TIME,1,2683,0.9904023624953857,1388,tail
teen-tsin,GPE,1,2684,0.9907715023994094,1389,tail
november 1838,DATE,1,2685,0.991140642303433,1390,tail
tchang-kiang,GPE,1,2686,0.9915097822074567,1391,tail
taukwang,PERSON,1,2687,0.9918789221114802,1392,tail
tar,LANGUAGE,1,2688,0.9922480620155039,1393,tail
tang tingching,PERSON,1,2689,0.9926172019195275,1394,tail
the board of rites,ORG,1,2690,0.9929863418235512,1395,tail
tan-sze-no,GPE,1,2691,0.9933554817275747,1396,tail
nearly two millions sterling,MONEY,1,2692,0.9937246216315984,1397,tail
next day,DATE,1,2693,0.994093761535622,1398,tail
next morning,TIME,1,2694,0.9944629014396457,1399,tail
the opium farms,ORG,1,2695,0.9948320413436692,1400,tail
ngan-i-hien,GPE,1,2696,0.9952011812476929,1401,tail
the ninth century,DATE,1,2697,0.9955703211517165,1402,tail
the next year,DATE,1,2698,0.9959394610557402,1403,tail
nine,CARDINAL,1,2699,0.9963086009597637,1404,tail
nine hundred and twenty-eight thousand seven hundred spanish dollars,MONEY,1,2700,0.9966777408637874,1405,tail
nineteenth century,DATE,1,2701,0.997046880767811,1406,tail
ning-po,GPE,1,2702,0.9974160206718347,1407,tail
the next season,DATE,1,2703,0.9977851605758582,1408,tail
noon of the 5th,TIME,1,2704,0.9981543004798819,1409,tail
the next morning,TIME,1,2705,0.9985234403839055,1410,tail
northern manchuria,LOC,1,2706,0.9988925802879292,1411,tail
novem- ber,DATE,1,2707,0.9992617201919527,1412,tail
november,DATE,1,2708,0.9996308600959763,1413,tail
yunnan,GPE,1,2709,1.0,1414,tail
